Id,Lot Frontage,Lot Area,Land Contour,Bldg Type,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Exterior 1st,Exterior 2nd,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,Bsmt Unf SF,Heating QC,Central Air,Electrical,Bedroom AbvGr,Kitchen Qual,Functional,Fireplace Qu,Garage Type,Garage Finish,Garage Cars,Garage Qual,Paved Drive,Wood Deck SF,Open Porch SF,Screen Porch,Fence,Sale Type,SalePrice,Log Price,Inside SF,Bathroom,Total room,Neighborhood Group,Finish,Stories,PUD,Zone Group
1044,21.0,1680,3,Twnhs,6,5,1971,1971.0,HdBoard,HdBoard,232.0,3,3,CBlock,3,3,1,5,387.0,1,96.0,3,1,SBrkr,2,3,0,0,Detchd,1,1.0,3,2,0,0,0,NA,COD,85400,11.355101379776661,1470.0,1.5,5.5,D,1,2Story,1,RH
2752,64.0,7488,3,1Fam,7,5,2005,2005.0,VinylSd,VinylSd,0.0,4,3,PConc,4,3,3,6,393.0,1,815.0,5,1,SBrkr,2,4,0,0,Attchd,2,2.0,3,2,105,58,0,NA,WD ,183600,12.120514757168527,2416.0,2.0,8.0,B,1,1Story,0,RL
807,120.0,26400,2,1Fam,5,7,1880,2007.0,HdBoard,HdBoard,0.0,4,3,PConc,0,0,0,0,0.0,0,0.0,5,1,SBrkr,4,3,3,3,Attchd,1,2.0,3,1,0,0,0,NA,WD ,131000,11.782952602183288,2016.0,1.0,8.0,B,0,2Story,0,RL
1177,24.0,2645,3,Twnhs,8,5,1999,2000.0,MetalSd,MetalSd,456.0,4,3,PConc,4,3,1,6,813.0,1,147.0,5,1,SBrkr,3,4,0,0,Detchd,1,2.0,3,2,169,0,0,NA,ConLD,200000,12.206072645530174,2567.0,3.5,10.5,B,1,2Story,1,FV
1480,74.0,9627,3,1Fam,7,5,2007,2007.0,VinylSd,VinylSd,0.0,4,3,PConc,4,3,3,6,24.0,1,1327.0,5,1,SBrkr,3,4,0,0,Attchd,2,2.0,3,2,0,50,0,NA,WD ,193000,12.170445467887022,2712.0,2.0,8.0,B,1,1Story,0,RL
324,93.0,10114,3,1Fam,5,5,2004,2005.0,VinylSd,VinylSd,0.0,3,3,PConc,5,3,3,1,0.0,1,1430.0,5,1,SBrkr,3,4,0,0,Attchd,2,2.0,3,2,0,0,0,NA,WD ,173500,12.063932878369052,2860.0,2.0,9.0,C,1,1Story,0,RL
1311,34.0,4571,3,1Fam,5,5,1916,1916.0,AsbShng,AsbShng,0.0,3,3,BrkTil,3,3,1,1,0.0,1,624.0,2,0,SBrkr,4,3,0,0,Detchd,1,3.0,2,2,0,0,0,NA,COD,98000,11.49272275765271,1968.0,1.0,8.0,C,1,2Story,0,RH
770,80.0,8816,3,1Fam,5,6,1963,1963.0,VinylSd,VinylSd,0.0,3,3,PConc,3,3,1,3,651.0,1,470.0,3,1,SBrkr,3,3,0,0,Detchd,1,2.0,3,2,0,80,0,MnPrv,WD ,139000,11.842229212112828,2242.0,2.0,7.0,C,1,1Story,0,RL
2063,71.0,8197,3,1Fam,6,5,1977,1977.0,Plywood,Plywood,148.0,3,3,CBlock,3,3,1,1,0.0,1,660.0,5,1,SBrkr,3,3,0,3,Attchd,2,2.0,3,2,138,0,0,MnPrv,WD ,143500,11.874090314181814,1945.0,1.5,8.5,C,1,1Story,0,RL
69,72.0,8640,3,1Fam,7,5,2009,2009.0,VinylSd,VinylSd,0.0,3,3,PConc,4,3,2,6,24.0,1,732.0,5,1,SBrkr,3,4,0,0,Attchd,1,2.0,3,2,169,45,0,NA,Con,215200,12.279323107269766,2303.0,2.5,9.5,B,1,2Story,0,FV
2062,109.0,8724,3,1Fam,5,5,1968,1968.0,VinylSd,VinylSd,0.0,3,3,CBlock,4,3,1,4,492.0,1,402.0,4,1,SBrkr,3,3,0,1,Attchd,3,2.0,3,2,0,0,0,NA,WD ,129000,11.76756768334381,1788.0,1.0,6.0,C,1,1Story,0,RL
351,40.0,5664,3,TwnhsE,8,5,2000,2000.0,CemntBd,CmentBd,0.0,4,3,PConc,4,3,1,6,1158.0,1,343.0,5,1,SBrkr,2,5,0,5,Attchd,3,2.0,3,2,212,59,0,NA,WD ,278000,12.535376392672774,3160.0,3.0,8.0,A,1,1Story,1,RL
2393,103.0,12867,3,1Fam,8,5,2005,2006.0,CemntBd,CmentBd,0.0,4,3,PConc,5,3,3,1,0.0,1,1209.0,5,1,SBrkr,3,5,0,4,Attchd,3,2.0,3,2,243,142,0,NA,New,344133,12.748783489541202,3462.0,2.5,10.5,A,1,2Story,0,RL
12,66.95277989337396,7980,3,1Fam,6,7,1992,2007.0,HdBoard,HdBoard,0.0,3,4,PConc,4,3,1,5,935.0,1,233.0,5,1,SBrkr,3,3,0,0,Attchd,3,2.0,3,2,483,21,0,GdPrv,WD ,185000,12.128111104060462,2355.0,3.0,9.0,B,1,1Story,0,RL
2339,100.0,34650,2,2fmCon,5,5,1955,1955.0,Wd Sdng,Wd Sdng,0.0,3,3,CBlock,3,3,2,3,1056.0,1,0.0,3,0,SBrkr,3,3,0,0,Attchd,3,2.0,3,2,264,0,0,NA,WD ,145000,11.884489021402711,2112.0,2.0,7.0,B,0,1Story,0,RL
624,92.0,10573,3,1Fam,6,6,1961,1961.0,MetalSd,MetalSd,3.0,3,3,CBlock,3,3,1,3,1312.0,1,141.0,5,1,SBrkr,3,3,0,3,Attchd,2,2.0,3,2,0,49,288,GdPrv,WD ,187500,12.141534124392603,2906.0,3.0,9.0,C,1,1Story,0,RL
86,65.0,8450,3,1Fam,5,8,1965,2009.0,MetalSd,MetalSd,0.0,3,4,CBlock,3,3,1,6,553.0,4,224.0,5,1,SBrkr,3,3,0,4,Detchd,1,1.0,3,2,416,144,0,MnPrv,WD ,138500,11.83862560460953,1788.0,2.0,7.0,C,1,1Story,0,RL
1534,66.95277989337396,11700,1,1Fam,5,6,1937,1995.0,WdShing,Wd Shng,0.0,3,3,CBlock,3,3,1,4,606.0,1,336.0,5,1,SBrkr,4,4,2,4,Detchd,1,1.0,3,2,0,40,0,NA,WD ,198000,12.196022309676673,2880.0,2.0,9.0,B,1,1.5Story,0,RL
2243,75.0,8250,3,2fmCon,5,6,1895,2006.0,VinylSd,VinylSd,0.0,3,4,CBlock,3,3,1,1,0.0,1,957.0,2,0,SBrkr,4,3,0,0,NA,0,0.0,0,0,0,0,0,NA,WD ,119600,11.691908120498669,2948.0,2.0,11.0,D,1,2Story,0,NonR
1957,60.0,8064,3,1Fam,5,7,1949,2006.0,MetalSd,MetalSd,0.0,3,4,CBlock,3,3,2,1,0.0,1,672.0,5,1,SBrkr,3,3,0,1,Detchd,1,2.0,3,2,0,0,0,MnPrv,WD ,122900,11.719126295554126,1596.0,1.0,7.0,C,1,1.5Story,0,RL
380,80.0,9600,3,1Fam,8,5,1981,1981.0,BrkFace,BrkFace,0.0,4,3,PConc,4,3,1,5,1104.0,1,1420.0,3,1,SBrkr,4,4,0,4,Attchd,3,2.0,3,2,474,120,0,MnPrv,WD ,278000,12.535376392672774,5048.0,3.5,12.5,B,1,1Story,0,RL
2860,83.24555160142349,11435,1,1Fam,8,7,1929,1931.0,BrkFace,Stucco,0.0,3,3,PConc,4,3,1,1,0.0,1,792.0,2,1,SBrkr,3,4,0,4,Detchd,1,2.0,3,2,0,0,0,NA,WD ,230000,12.345834587905333,2309.0,1.0,8.0,B,1,2Story,0,RL
2517,30.0,9549,3,TwnhsE,8,5,1995,1996.0,BrkFace,BrkFace,0.0,4,4,PConc,4,4,3,2,437.0,6,0.0,5,1,SBrkr,2,5,0,4,Attchd,3,2.0,3,2,0,30,216,NA,WD ,270000,12.506177237980511,2988.0,2.5,8.5,B,0,1Story,1,RL
1933,60.0,10950,3,1Fam,6,6,1952,1952.0,Wd Sdng,Wd Sdng,0.0,3,3,CBlock,3,3,1,5,441.0,1,507.0,3,1,SBrkr,2,3,0,0,Detchd,1,2.0,3,0,0,48,0,NA,WD ,125000,11.736069016284437,1896.0,1.0,6.0,C,1,1Story,0,RL
820,79.0,10637,3,1Fam,8,5,2007,2008.0,VinylSd,VinylSd,336.0,4,3,PConc,5,3,4,6,1288.0,1,417.0,5,1,SBrkr,3,4,0,4,Attchd,2,3.0,3,2,208,44,0,NA,WD ,297000,12.601487417784837,3423.0,3.0,10.0,B,1,1Story,0,RL
675,80.0,9000,1,1Fam,6,6,1958,1958.0,Wd Sdng,Wd Sdng,82.0,3,3,CBlock,4,3,4,1,0.0,1,160.0,2,1,SBrkr,2,3,0,4,Basment,2,1.0,3,2,0,28,0,NA,WD ,113500,11.639558115903595,1302.0,1.0,6.0,C,1,1Story,0,RL
2910,41.0,2665,3,TwnhsE,5,6,1977,1977.0,CemntBd,CmentBd,0.0,3,3,PConc,3,3,1,5,548.0,3,36.0,5,1,SBrkr,4,3,0,3,Attchd,2,1.0,3,2,104,26,0,NA,WD ,127000,11.751942365440728,2232.0,2.0,8.0,D,1,2Story,1,RH
21,105.0,11751,3,1Fam,6,6,1977,1977.0,Plywood,Plywood,480.0,3,3,CBlock,4,3,1,4,705.0,1,1139.0,5,1,SBrkr,3,3,0,3,Attchd,2,2.0,3,2,0,122,0,MnPrv,COD,190000,12.154779351142624,3688.0,2.0,9.0,B,1,1Story,0,RL
1873,80.0,9600,3,1Fam,7,6,1973,1973.0,HdBoard,HdBoard,320.0,3,3,CBlock,3,3,1,5,916.0,1,326.0,2,1,SBrkr,3,3,0,3,Attchd,1,2.0,3,2,0,0,0,NA,WD ,175500,12.075394321888057,2484.0,1.5,7.5,B,1,1Story,0,RL
2125,60.0,8428,3,1Fam,5,7,1994,1994.0,VinylSd,VinylSd,0.0,3,4,PConc,4,4,1,6,420.0,1,570.0,5,1,SBrkr,3,3,0,0,Detchd,1,1.0,3,2,256,0,0,NA,WD ,146000,11.891361900690473,1980.0,2.0,7.0,B,1,1Story,0,RL
1489,75.0,9937,3,1Fam,5,6,1965,1965.0,HdBoard,HdBoard,0.0,4,3,CBlock,3,3,1,4,830.0,2,136.0,4,1,SBrkr,3,3,0,0,Attchd,3,1.0,3,2,736,68,0,NA,WD ,147500,11.901583454762012,2512.0,2.5,8.5,C,1,1Story,0,RL
2383,107.0,13891,3,1Fam,10,5,2006,2006.0,VinylSd,VinylSd,0.0,5,3,PConc,5,4,4,6,1386.0,1,690.0,5,1,SBrkr,2,5,0,4,Attchd,3,3.0,3,2,216,229,0,NA,New,465000,13.049792684569493,4152.0,3.5,10.5,A,1,1Story,0,RL
983,83.24555160142349,9101,3,1Fam,5,6,1978,1978.0,Plywood,Plywood,104.0,3,4,PConc,4,3,3,6,1097.0,1,0.0,5,1,SBrkr,1,4,0,3,Attchd,3,2.0,3,2,303,30,0,NA,WD ,165500,12.016726473799254,2207.0,2.0,6.0,C,0,Split,0,RL
1325,81.0,12150,3,1Fam,5,5,1954,1954.0,MetalSd,MetalSd,335.0,3,3,BrkTil,3,3,1,1,0.0,1,1050.0,5,0,FuseF,4,3,0,0,Attchd,1,1.0,2,2,0,0,0,NA,WD ,131500,11.786762130599957,2845.0,2.0,9.0,C,1,1.5Story,0,RH
1378,70.0,11200,3,1Fam,5,5,1965,1965.0,HdBoard,HdBoard,0.0,3,3,CBlock,3,3,1,3,906.0,1,134.0,5,1,SBrkr,3,3,0,0,Detchd,1,1.0,3,2,0,0,0,NA,WD ,129500,11.771436160121729,2080.0,2.0,7.0,C,1,1Story,0,RL
1537,100.0,9670,1,1Fam,8,6,1935,1935.0,BrkFace,Stucco,40.0,3,3,PConc,3,2,1,2,210.0,1,398.0,3,1,SBrkr,4,3,0,4,Detchd,3,2.0,2,2,0,0,0,NA,WD ,257076,12.45712704000522,2481.0,1.5,10.5,B,1,2Story,0,RL
905,60.0,10998,3,1Fam,5,5,1941,1960.0,Wd Sdng,Wd Sdng,0.0,3,3,CBlock,3,3,1,2,408.0,4,156.0,5,1,SBrkr,3,3,2,0,Detchd,1,2.0,3,2,0,68,0,NA,WD ,117000,11.669929213779893,2588.0,2.0,8.0,C,1,1.5Story,0,RL
1532,60.0,7200,1,1Fam,7,6,1931,2000.0,Stucco,Wd Shng,0.0,3,2,BrkTil,4,3,1,1,0.0,1,776.0,3,1,SBrkr,3,3,0,4,Attchd,2,1.0,3,1,0,0,0,MnPrv,WD ,149000,11.911701584927597,2278.0,1.5,7.5,B,1,2Story,0,RL
132,80.0,9920,3,1Fam,5,5,1954,1954.0,HdBoard,HdBoard,110.0,3,3,CBlock,3,3,1,3,354.0,2,412.0,3,1,SBrkr,3,3,0,0,Attchd,2,1.0,3,2,0,0,0,MnPrv,WD ,128000,11.759785542901755,2119.0,2.0,8.0,C,1,1Story,0,RL
1078,36.0,2448,3,Twnhs,7,5,2003,2004.0,VinylSd,Wd Shng,106.0,4,3,PConc,4,3,1,1,0.0,1,764.0,5,1,SBrkr,2,4,0,0,BuiltIn,2,2.0,3,2,0,27,0,NA,WD ,155000,11.951180395901384,2390.0,2.5,8.5,A,1,2Story,1,RL
2511,66.95277989337396,2998,3,TwnhsE,6,5,2000,2000.0,MetalSd,MetalSd,513.0,4,3,PConc,4,3,1,6,353.0,1,403.0,5,1,SBrkr,2,4,0,0,Detchd,1,2.0,3,2,0,32,0,NA,WD ,166000,12.01974306733868,2280.0,2.5,6.5,B,1,2Story,1,FV
912,65.0,7804,3,1Fam,4,3,1928,1981.0,WdShing,Plywood,0.0,3,3,BrkTil,3,3,1,4,622.0,1,500.0,3,1,SBrkr,4,4,2,3,Detchd,1,2.0,3,2,431,44,0,MnPrv,WD ,135000,11.813030057420567,3103.0,3.0,10.0,C,1,1.5Story,0,RL
2351,80.0,16692,3,1Fam,7,5,1978,1978.0,Plywood,Plywood,184.0,3,3,CBlock,4,3,1,4,790.0,2,133.0,3,1,SBrkr,5,4,0,3,Attchd,2,2.0,3,2,0,112,440,MnPrv,WD ,250000,12.429216196844383,4176.0,4.5,16.5,B,1,2Story,0,RL
330,21.0,1476,3,Twnhs,4,7,1970,1970.0,CemntBd,CmentBd,0.0,3,3,CBlock,3,3,1,6,176.0,1,370.0,5,1,SBrkr,3,3,0,0,NA,0,0.0,0,2,200,26,0,NA,WD ,76000,11.238488619268468,1638.0,1.5,6.5,D,1,2Story,1,RH
2586,75.0,10170,3,1Fam,6,6,1951,1951.0,Wd Sdng,Wd Sdng,522.0,3,3,CBlock,3,3,1,1,0.0,1,216.0,3,1,SBrkr,2,4,0,4,Attchd,1,2.0,3,2,0,0,0,NA,WD ,155000,11.951180395901384,1791.0,1.5,6.5,C,1,1Story,0,RL
224,80.0,9364,3,1Fam,6,7,1969,1969.0,HdBoard,HdBoard,143.0,3,3,CBlock,3,3,1,5,371.0,1,292.0,3,1,SBrkr,4,3,0,0,Attchd,3,1.0,3,2,379,36,0,MnPrv,WD ,158000,11.970350312009105,2015.0,1.5,8.5,C,1,2Story,0,RL
98,24.0,2544,3,Twnhs,7,5,2004,2005.0,MetalSd,MetalSd,0.0,4,3,PConc,4,3,1,6,368.0,5,190.0,5,1,SBrkr,2,4,0,0,Detchd,2,2.0,3,2,0,172,0,NA,WD ,149500,11.915051671812877,1800.0,3.5,7.5,B,1,2Story,1,FV
2565,82.0,9888,3,1Fam,5,6,1954,1975.0,MetalSd,MetalSd,0.0,3,4,CBlock,3,3,1,4,486.0,1,450.0,3,1,FuseA,2,3,0,0,Attchd,1,1.0,3,2,0,0,0,MnPrv,WD ,121000,11.703545824578878,1872.0,1.0,6.0,C,1,1Story,0,RL
1934,68.0,7942,3,1Fam,6,7,1953,1953.0,Wd Sdng,Wd Sdng,0.0,3,3,CBlock,3,3,1,3,85.0,5,0.0,3,1,FuseF,3,3,0,0,Attchd,3,1.0,3,2,0,0,0,MnPrv,WD ,136000,11.820410164718188,2080.0,1.5,7.5,C,0,1Story,0,RL
997,83.24555160142349,15038,3,1Fam,6,5,1996,1996.0,HdBoard,HdBoard,0.0,3,3,PConc,4,3,1,3,138.0,1,778.0,4,1,SBrkr,3,3,0,3,Attchd,3,2.0,3,2,168,84,0,NA,WD ,173000,12.061046873479915,2552.0,2.5,9.5,B,1,2Story,0,RL
64,92.0,11764,3,1Fam,8,7,1999,2007.0,VinylSd,VinylSd,348.0,4,3,PConc,4,3,1,6,524.0,1,628.0,5,1,SBrkr,4,4,0,4,Attchd,3,3.0,3,2,132,57,0,NA,WD ,290000,12.577636201962656,3422.0,2.5,11.5,A,1,2Story,0,RL
1799,75.0,9000,3,1Fam,8,5,2007,2007.0,CemntBd,CmentBd,0.0,4,3,PConc,4,3,3,6,64.0,1,1120.0,5,1,SBrkr,4,5,0,4,BuiltIn,3,2.0,3,2,208,364,0,NA,New,303477,12.623061104072981,3794.0,2.5,13.5,B,1,2Story,0,FV
230,66.95277989337396,20062,0,1Fam,7,7,1977,2001.0,Wd Sdng,Wd Sdng,0.0,4,4,CBlock,4,3,4,5,1092.0,1,328.0,4,1,SBrkr,1,3,0,3,Attchd,2,2.0,3,2,496,0,0,NA,WD ,270000,12.506177237980511,2903.0,2.5,6.5,B,1,1Story,0,RL
1295,81.0,7308,3,1Fam,5,5,1920,1920.0,WdShing,Wd Shng,0.0,2,2,BrkTil,3,3,1,3,360.0,1,576.0,4,0,FuseA,2,5,0,4,Detchd,1,1.0,2,0,0,0,0,NA,WD ,122250,11.713823407337118,2676.0,1.0,7.0,C,1,1.5Story,0,RH
638,70.0,8750,3,1Fam,5,5,1955,1955.0,AsbShng,AsbShng,0.0,3,3,CBlock,3,3,1,3,172.0,2,727.0,4,1,FuseA,3,4,0,0,Attchd,1,1.0,3,2,280,0,0,GdWo,WD ,153000,11.938193200374572,2764.0,1.5,7.5,C,1,1Story,0,RL
2278,70.0,8402,3,1Fam,5,5,2007,2007.0,VinylSd,VinylSd,0.0,3,3,PConc,4,3,1,5,206.0,1,914.0,5,1,SBrkr,3,3,0,0,NA,0,0.0,0,2,0,30,0,NA,New,147000,11.898187865760873,2240.0,1.0,7.0,C,1,1Story,0,RL
2202,63.0,4000,3,1Fam,7,8,1930,1995.0,Wd Sdng,Wd Sdng,0.0,3,3,BrkTil,4,3,1,6,246.0,1,285.0,3,1,SBrkr,2,3,0,4,Detchd,1,1.0,3,2,0,0,0,MnPrv,WD ,148500,11.908340237224891,1629.0,2.0,7.0,B,1,2Story,0,RL
2833,32.0,3363,3,TwnhsE,7,5,2004,2004.0,VinylSd,VinylSd,117.0,4,3,PConc,4,3,1,1,0.0,1,976.0,5,1,SBrkr,3,4,4,0,Detchd,1,2.0,3,2,0,40,0,NA,WD ,130000,11.77528972943772,2684.0,2.0,9.0,C,1,2Story,1,RH
1707,94.0,13615,1,1Fam,9,5,2006,2006.0,MetalSd,MetalSd,510.0,5,3,PConc,5,3,4,1,0.0,1,1802.0,5,1,SBrkr,3,5,0,4,Attchd,3,3.0,3,2,158,105,0,NA,WD ,372000,12.826649133255284,3604.0,2.5,9.5,A,1,1Story,0,RL
2428,43.0,3013,3,TwnhsE,7,5,2005,2005.0,VinylSd,VinylSd,145.0,4,3,PConc,4,3,4,6,16.0,1,1346.0,5,1,SBrkr,2,4,0,4,Attchd,3,2.0,3,2,142,20,0,NA,WD ,213490,12.27134527214637,2868.0,2.0,8.0,B,1,1Story,1,RL
242,44.0,17485,3,1Fam,7,5,2009,2010.0,VinylSd,VinylSd,96.0,4,3,PConc,4,3,4,6,1346.0,1,162.0,5,1,SBrkr,1,4,0,3,Attchd,2,2.0,3,2,0,0,0,NA,Con,308030,12.637952459809789,3016.0,2.0,7.0,C,1,1Story,0,RL
1564,66.95277989337396,23730,3,1Fam,7,5,1996,1997.0,MetalSd,MetalSd,668.0,4,3,PConc,5,3,2,6,700.0,1,1140.0,5,1,SBrkr,3,4,0,0,Attchd,3,3.0,3,2,0,46,0,NA,WD ,300000,12.611537753638338,3872.0,4.0,11.0,C,1,1Story,0,RL
2613,79.0,8910,3,1Fam,6,6,1959,1959.0,BrkFace,BrkFace,0.0,3,3,CBlock,3,3,2,5,655.0,1,0.0,5,1,SBrkr,3,3,0,2,BuiltIn,3,2.0,3,2,0,0,0,NA,WD ,159500,11.979799201207037,1849.0,1.5,7.5,C,0,1Story,0,RL
2832,24.0,2522,3,Twnhs,7,5,2004,2004.0,VinylSd,VinylSd,50.0,4,3,PConc,4,3,1,1,0.0,1,970.0,5,1,SBrkr,3,4,4,0,Detchd,1,2.0,3,2,0,40,0,NA,WD ,137500,11.831379196088763,2679.0,2.0,9.0,C,1,2Story,1,RH
2459,73.0,8688,3,1Fam,7,5,2005,2005.0,VinylSd,VinylSd,228.0,4,3,PConc,4,3,3,1,0.0,1,1616.0,5,1,SBrkr,3,4,0,0,Attchd,2,3.0,3,2,208,59,0,NA,WD ,232000,12.354492650648448,3232.0,2.0,9.0,B,1,1Story,0,RL
1360,66.95277989337396,6291,3,1Fam,6,6,1930,1930.0,Stucco,Wd Shng,0.0,4,4,BrkTil,3,3,1,1,0.0,1,768.0,3,1,SBrkr,1,3,0,0,Detchd,1,2.0,3,0,0,0,0,NA,WD ,93850,11.449453042014655,1536.0,1.0,5.0,D,1,1Story,0,RH
2723,66.95277989337396,17529,3,1Fam,5,5,1924,1924.0,BrkFace,Wd Sdng,65.0,3,3,BrkTil,3,3,1,1,0.0,1,872.0,2,0,FuseF,2,2,3,4,Detchd,1,1.0,2,0,0,0,0,NA,WD ,105000,11.56171562913966,1744.0,1.0,6.0,C,1,1Story,0,RL
1350,60.0,6324,3,1Fam,4,6,1927,1927.0,MetalSd,MetalSd,0.0,3,3,BrkTil,3,3,1,1,0.0,1,520.0,2,0,SBrkr,1,2,0,0,Detchd,1,1.0,2,2,49,0,0,NA,WD ,68500,11.134589024250317,1040.0,1.0,5.0,C,1,1Story,0,RH
136,80.0,11600,3,Duplex,5,5,1960,1960.0,MetalSd,MetalSd,361.0,3,3,CBlock,3,3,1,3,443.0,1,662.0,3,1,FuseA,5,3,0,0,Detchd,1,2.0,3,2,0,0,0,NA,WD ,154300,11.946654038351252,3379.0,2.0,14.0,C,1,2Story,0,RL
2235,50.0,7288,3,1Fam,5,7,1925,2003.0,VinylSd,VinylSd,0.0,4,4,BrkTil,3,1,1,1,0.0,1,936.0,5,1,SBrkr,3,3,0,0,NA,0,0.0,0,0,0,0,0,NA,WD ,129850,11.774135217090894,2537.0,2.0,8.0,D,1,1.5Story,0,RH
1993,35.0,4571,3,1Fam,5,7,1910,1920.0,MetalSd,MetalSd,0.0,3,3,BrkTil,3,3,1,4,168.0,1,448.0,5,1,SBrkr,3,3,0,0,Detchd,1,2.0,2,2,280,0,0,NA,WD ,114000,11.643953727376633,1848.0,1.0,7.0,C,1,2Story,0,RH
367,63.0,17423,3,1Fam,9,5,2008,2009.0,VinylSd,VinylSd,748.0,5,3,PConc,5,3,1,6,1904.0,1,312.0,5,1,SBrkr,1,5,0,4,Attchd,3,3.0,3,2,0,60,0,NA,New,501837,13.1260306447518,4450.0,3.0,12.0,A,1,1Story,0,RL
1309,100.0,12665,3,1Fam,5,8,1915,1949.0,Wd Sdng,Wd Sdng,0.0,3,3,BrkTil,3,3,2,1,0.0,1,876.0,4,1,SBrkr,4,3,0,4,Detchd,1,3.0,3,2,418,0,0,NA,WD ,153900,11.94405831982697,2292.0,1.5,8.5,C,1,1.5Story,0,RH
402,60.0,9000,3,1Fam,4,7,1971,2006.0,VinylSd,VinylSd,0.0,3,4,CBlock,3,3,1,5,240.0,1,624.0,4,1,SBrkr,3,3,0,0,Detchd,1,2.0,3,2,200,0,0,GdWo,WD ,130000,11.77528972943772,1728.0,1.0,6.0,C,1,1Story,0,RL
1592,32.0,4500,3,TwnhsE,6,5,1997,1997.0,VinylSd,VinylSd,197.0,3,3,PConc,5,3,1,6,864.0,1,325.0,5,1,SBrkr,2,3,0,0,Attchd,2,2.0,3,2,0,122,0,NA,WD ,160500,11.986049221552207,2378.0,3.0,7.0,C,1,1Story,1,RH
